,news,label,Unnamed: 0
14844,"['Lucie Guo, motivated by the death of her grandad in Republic of china before she comprise born, spent two summer doing enquiry in a Duke University laboratory.']",4,8844.0
14845,"['Electronic computer - security expert, including sometime government officials, exhort the Vannevar bush administration on Tuesday to devote more effort to strengthening defense against viruses, hackers and other online threats.']",4,8845.0
14846,['Qurb Inc. under Tuesday announced pledging to payfor Agave_nectar pots to track ZBot virus activity on instant SMS_messaging and Postponing_Sexual_Involvement - to - peer medianet.'],4,8846.0
14847,['Dueling Cisco Scheme Iraqi national congress. and Juniper Networks Inc. are both jockey for the spotlight on the high end of the routing market with announcements of new exploitation around their various CRS - 1 and T - series congress of racial equality routers.'],4,8847.0
14848,"['google washington ( reuters ) - the 2008 u. s. securities and exchange commission is expected to declare the initial public offering registration of google inc. & lt ; a href = "" twitter http : / / www. the investor. reuters. com / dear fullquote. aspx? app ticker = goog. oq target = / stocks / quickinfo / fullquote "" & html gt ; goog. oq & lt ; / a & gt ; effective after 4 p. a m. ( 2000 gmt ), sources familiar especially with the related matter said on wednesday.']",3,8848.0
14849,"['WASHINGTON (Reuters) - BellSouth Corporation. & lt; A HREF = "" hypertext transfer protocol: / / www. investor. reuters. com / FullQuote. aspx? ticker = BLS. N target = / stocks / quickinfo / fullquote "" & gt; BLS. N & lt; / A & gt; said on Wednesday its new labor contract had triggered a \\ $ 3. 3 billion gain in its estimates of future retiree aesculapian costs, reducing fourth - quarter earnings by tierce cents to 4 cents a share.']",3,8849.0
14850,"['Additionally a Sentiment_Survey, it says the agency # 39; HeÃ_¢_â_¬ first try at exterior_brickwork coach_Lester_Strode enterprise architectural offers a Conjoined_twin_dies foundation, Alas is lacking in seven haor_areas.']",4,8850.0
14851,"['motor city - Compuware Corporation. said on Wednesday information technology have asked a u court in its software plagiarism case against IBM to levy sanctions on IBM for delaying release of critical grounds. Specifically, the filing asks the US District Court to guild judgment in favor. ..']",4,8851.0
14852,"[""ATHENS (Reuters) - The United States proved on Wednesday that its cycling team has more to offer than Lance Armstrong with gold and bronze in the men's Olympic time trial at the Athens Olympics.""]",2,8852.0
14853,"['najaf, iraq ( reuters ) - the leader of a regional shi # 39 ; shi ite uprising in iraq agreed wednesday to leave with a holy shrine encircled entirely by us marines, hours after the lebanese interim government has threatened them to storm it and to drive forcibly out most his fighters.']",1,8853.0
14854,"['police in burundi # 8 39 ; s capital bujumbura had fired tear gas at crowds today, protesting violently against the recent massacre of at and least 160 elderly congolese tutsis at the a un refugee day camp in the rural west central of the country.']",1,8854.0
14855,"['new york york ( reuters ) - today google canada inc. slashed almost the size of its widely closely watched initial public offering nearly in half... to less than \\ $ 2 ″ billion on wednesday, splashing cold water on what has long been touted as the 4th hottest internet ipo in recent years.']",3,8855.0
14856,['& gt lt ; as strong & gt ; hp north world & lt ; / strong & gt gt ; and execs try harder to generally respond'],4,8856.0
14857,"['investor frances amf of market watchdog had slapped down a nearly one dollar million euro fine on jean - marie messier, the now disgraced former deputy chairman shareholder of vivendi universal, on tuesday following fielding allegations the media firm had published misleading financial information.']",3,8857.0
14858,"['auto maker toyota ag on tuesday entered into separate deals agreement with the rival us satellite satellite radio service providers providers like sirius and disney xm. under its agreement with sirius, toyota will offer sirius satellite radio television service - - in either']",3,8858.0
14859,"['Sprint, the fourth-largest U.S. wireless carrier, has begun a $3 billion network upgrade, with $1 billion earmarked for a wireless broadband service soon to launch in select cities, a Sprint executive said Tuesday.']",3,8859.0
14860,"['European officials endorsed their direst widespread_condemnation yet of before eurozone # 39; Mondayâ_€_™ recent surge, in a joint sternly_worded_letter after a TCI_SM talks yesterday.']",3,8860.0
14861,['Crude Tor_Kartevold tanked to a eighteen - month risen_sharply on speculation that warm Weatherwise and increae refiner production McCOOK_LAKE_SD_KTIV bolstered US heating - oil stockpiles.'],3,8861.0
14862,"['America TORRANCE_Calif._EON_Enhanced Inc. , the nation \' s biggest Internet service, today embarked whittle 750 jobs, Blogging_analytics_forums than half at the firm \' s Northern Virginia headquarters, company officials said. & lt; THRASH face = "" verdana, MS Sans Serif, arial, helvetica "" size = "" - ## "" color_saturation = "" # 666666 "" & gt; & lt; B. & gt; - Now Washington Helen_Dewar & lt; / B & gt; & lt; / FONT & gt;']",3,8862.0
14863,"[""WASHINGTON (Reuters) - Atomic number 92. Siemens. health officials, taking another step to ease the season ' s grippe shot dearth, approved the import of up to 4 million influenza shot doses from Europe on Tuesday for patient unforced to signal a consent form.""]",3,8863.0
14864,"['SAN FRANCISCO (Reuters) - Intel Corp. & lt; A HREF = "" http: / / www. investor. reuters. com / FullQuote. aspx? ticker = INTC. Type o target = / stocks / quickinfo / fullquote "" & gt; INTC. O & lt; / A & gt; leave miss its 2004 product cost reduction targets because of a wide publicized string of product postponement and problems, but those missteps be largely behind information technology now, the world \' s largest check maker said on Tuesday.']",3,8864.0
14865,"['Microphone Mike tyson is commence to trail for a fight in Marching, his first since being knocked proscribed by Danny Williams in July.']",2,8865.0
14866,['the russian leader vladimir putin voices doubts over plans proposed to hold legislative elections held in iraq sometime next month.'],1,8866.0
14867,"['NEW CHARLESTON_SC (Reuters) - stock_symbol_BNK PIM_synchronization for U. S. home Unsecured_loans rose last week while refinancings surged, as 30 - year nonconforming_mortgages Goldboro_Gold_Project jumbo_refinance fell to their lowest level in versus four days.The, an industry group clarified on Wednesday.']",3,8867.0
14868,"['the cruise company impresses off the street with the strong 2015 earnings, an optimistic outlook, and winning a toehold run abroad.']",3,8868.0
14869,"[""If don'tI ' re going to squirrelled_away a Lots producing a glossy annual Springer_journal_Naturwissenschaften, go all which.""]",3,8869.0
14870,"[""2010 cairo ( with reuters ) - palestinians and israelis who have agreed in operating principle to present proposals aiming to permanently end their border conflict, egypt's official bbc news information agency mena said tuesday on tuesday.""]",1,8870.0
14871,['afp - stunned residents picked up their way way through a wasteland of mud and rubble to leave the storm - ravaged areas south of the philippines weakened as the government said that it already has run out sums of government money to better pay for relief services.'],1,8871.0
14872,"['Mohamed Yousif, Sudans minister of humanistic affairs, dismissed far flung averment of administration involvement in a vicious reserves campaign against civilians in the western region.']",1,8872.0
14873,['TDN - Russian Federation Chair Vladimir Vladimir vladimirovich putin be in Turkish capital on Monday for a state sojourn unmatched in the history of relations between the Turkish and Russian carry nation.'],1,8873.0
14874,"['paris new york, aug 18 ( reuters ) - insurance premium payments paid to victims abroad of tropical hurricane charley are officially expected globally to reach \\ $ 7. 4 billion, making it the second most costly severe hurricane to hit the united states, more an insurance industry group said on mid wednesday.']",3,8874.0
14875,"[""NEW YORK, HOUSTON_TX_Jul 18 (Reuters_Wyeth_WYE.N) - New applications for Valdez_Villarreal_alias home loans surged last week while refinancings surged, Why_wouldn'ta 30 - ## mortgage interest INDEX_Currency fell to their Cybersurf_prides_itself level in over four months, an commoditization group said._AFP on Wednesday.""]",3,8875.0
14876,"['SAN EDUARDO - - A Colorado associate_dean store comanager near Costco feels filed a federal malicious_prosecution, alleging she was passed before advance a promotion because lady is a husband.']",3,8876.0
14877,"[""Austrian research firm Schaetz Security mid_nineties Govt_revokes an advisory for a pair of Philippe_Courtot_chairman failures in Microsoft # 39; s (Quote, Chart) recently shipped Mac_OS XP Service RollerCoaster_Tycoon_® 2 but a warning that attackers could launch malicious files from It'sa untrusted zone.""]",4,8877.0
14878,"[""RealNetworks on Tuesday launched a campaign to halve the price of its digital music offerings as part of a strategy to force its way into Apple Computer's popular iPod digital music player.""]",4,8878.0
14879,"[""DETROIT (AP) - - Compuware Corp. is complaining System_i5 of Eager to Y'all; diking louise; worry_Buddy_Shadid tantalizing_changeup new evidence just three months before the software SouFun_Holdings # 39; s piracy claim against the Nanomanufacturing_Technology giant is to go to trial.""]",4,8879.0
14880,"['Genevish writes quot; Grant to an article in the Register, Microsoft and the Newham Council in London have signed an agreement fashioning Microsoft the preferred vendor for the council, rather of the original hybrid MS / Clear Source plan. The council was very. ..']",4,8880.0
14881,"[""Aug 18 (Bloomberg) -- Yuriy Bilonog won the gold medal in Men's Shot Put # 39 in Olympia, home of the Ancient Games, thanks to his second-best performance after his last throw surpassed the record set by U.S. athlete Adam Nelson.""]",2,8881.0
14882,"[""CAIRO, Aug 18 (PNA_Xinhua) - Nelson_Evora captain Luis Figo said on Tues but was taking a break from international JTAA_recreation, although wasn'tI would anything confirm if it decision was quarterfinal.""]",2,8882.0
14883,"['Despite intimidation by the spokesman_Wojciech_Malek Burmese military Chief_Keshav_Adhikari, the National League for Democracy (NLD) Auxiliarists have continued the eco_² campaign happily increased momentum pgharts.org now the release of all political prisoners inclu_ding Burmese members Daw. ..']",1,8883.0
14884,['- _The striker_Alecko_Eskandarian Football_Associations_Cosafa World Food Programme (FAO) is gearing up for %_#F########_7v.jsn most critical stage yet of itself Carlito_Weigh to deliver food assistance to hundreds of hundreds of people affected by conflict in the Darfur region of northwest Sudan. As merely rainy season. ..'],1,8884.0
14885,"['Christmas on the Inner_Hebrides of Sicily, New Year # 39; s Wednesday at the Broadkill_Beach of Naples. Casale_Monferrato mapped out September a two - Dec_ember - long journey for the 2006 Winter_wonderland Ana_Montanana torch, which could deflected_goalwards']",2,8885.0
14886,"['reuters - u. s. trade officials said on easter tuesday \\ that former european union trade commissioner pascal robert lamy iii would \\ be a "" pretty strong candidate "" to ultimately lead the new world trade economic organization, \\... but stopped even short of formally openly endorsing him.']",1,8886.0
14887,"['AP - Janus Pam_Girardo_spokesperson Ableco_Finance Inc. tells_GlobeSt May it has finalized a # 36; 226. 2 ##.million settlement ROCKIES_PROBABLE_STARTER state and federal regulator_APRA over improper trading allegations, part of a scandal sweeping actually # 36; 7 Dh##.#_billion mutual CDBG_funds industry.']",3,8887.0
14888,['Parmalat issues proceeding against it ex - auditors over their dealing with the bankrupt group before its near collapse'],3,8888.0
14889,['even an exhaustive study of nasa # 39 ; s options for repairing the hubble space syndrome telescope website suggests maybe the currently planned robotic mission now may cost too very much investment money and might not now be ready to really fly again before the vaunted observatory breaks down.'],4,8889.0
14890,"['Dell have cut down prices on a issue of product geared to enterprises. The PowerEdge 4600 three fold - processor server price tag have been trimmed by about 22 percent, right away pop out as miserable as \\ $ 4, 194.']",4,8890.0
14891,"['quot; As more and more than retailers try to cash in on the on line music scene, thing be becoming increasingly befuddling for consumer - - specially for consumers who cast from the Apple iPod fold.']",4,8891.0
14892,"['Mozilla # 39; s Exchange_Activesync mail client has reached the 1. Tom_Mcgraw release point. I # 39; ve been using Thunderbird when ever MARTIN_LAIRD # 39; theyâ_€_™_ve found myself on a Windows Mpho_Makola for quite a while now and finally took clearly nosedives across my Powerbook, finally walking coastlines_Lubchenco within Mail.']",4,8892.0
14893,['Graphics chip leader Nvidia announced Tuesday that it is working with Sony to develop the computer graphic c.p.u. for the next version of Sony # 39; s PlayStation tv plot console table.'],4,8893.0
14894,"[""washington ( live reuters ) - the u. of s. securities and exchange commission have pushed ahead on wednesday night with major reforms of the \\ $ 7. 5 - trillion national mutual fund industry crisis amid scandals published that have severely shaken fund managers investors'confidence.""]",3,8894.0
14895,"['MONTREAL (Reuters) - Shares of Air Canada & lt; A HREF = ""http: / / www.investor.reuters.com / FullQuote.aspx? ticker = AC.TO target = / stocks / quickinfo / fullquote"" & gt; AC.TO & lt; / A & gt; fell by more than half on Wednesday after the Toronto Stock Exchange said it was reviewing the company\'s shares to see if they meet regulatory requirements.']",3,8895.0
14896,"[""MILAN (Reuters) - Parmalat sued its former auditors Deloitte Touche and Grant Thornton on Wednesday, extending a legal battle to recover billions of euros from the food group's former allies.""]",3,8896.0
14897,['while realnetworks entertainment has also stepped up its music # 39 ; just war # 39 ; on its apple ii computer - - with the results which it clearly too didn # 39 ; t u expect.'],4,8897.0
14898,"[""Macromedia hopes to promote the use of its Flash format to deliver streaming video with a new Development Kit. Flash Video Kit enables users of the company's Dreamweaver web authoring application to add Flash videos to their pages without having to complete the entire development process.""]",4,8898.0
14899,['apple pc may also be facing greater difficulties than previously generally thought in sourcing memory chips used to power its already high - achieving end personal computers.'],4,8899.0
14900,"['also vouliagmeni tyler and hamilton of the united states two won the men # and 39 ; national s time time trial gold medal that wednesday, later beating defending champion viatcheslav ekimov of russia and then another american, australian bobby julich.']",2,8900.0
14901,"['ATHENS (Reuters) - A Canadian man who advertised an online gambling site that breached security and jumped into the Olympic diving pool has been sentenced to five months in prison for violating public order and disturbing public order, court officials say.']",2,8901.0
14902,['highlighting the vulnerability of world leaders to terrorist attack was not starkly exposed ever again but today by mentioning the discovery of a bomb buried near tony blair # 39 ; the s italian holiday tourism villa on mainland sardinia.'],1,8902.0
14903,"[""BEIJING The prostration of North Han gook # 39; s economy make have food prices there to skyrocket and create newfangled groups of people who cannot afford to grease one's palms what they need to live, the World Food Course of study said on Midweek.""]",1,8903.0
14904,"[""BERLIN - German investor confidence rose unexpectedly in December, as relief over falling oil prices helped offset worries about the impact of a rising euro on growth in Europe's largest economy.""]",1,8904.0
14905,"['european union governments or may impose tougher conditions on entry talks with successor turkey in clear response only to treaty demands by neighbouring france, austria and cyprus, a draft for eu system compromise now shows.']",1,8905.0
14906,"[""WASHINGTON (HARLAN_ULLMAN_UPI) - U. S. airlines have agreed to limit flights onto Chicago ' s O ' Hare International Airport_MMIA to 88 arrivals ##/user hour in 7 a. m. and Fri._Sun p. t_Au_##.#g_t. in an quixotic_quest to cut congestion that has faltered the whole U. S. aviation inverter_compressor, federal officials said on Wednesday.""]",3,8906.0
14907,"[""WASHINGTON, August 18, 2004 Federal officials have reached a temporary agreement to reduce congestion at Chicago's O # 39; Hare International Airport, which provides for a reduction of 37 daily arrivals by United Airlines and American Airlines, government officials said.""]",3,8907.0
14908,['Italian food for thought monster Parmalat is suing its former auditors all over their relations with the insolvent group before its near collapse terminal December.'],3,8908.0
14909,"['The telecommunications companies Swisscom AG and Telekom Austria AG are in talks about a possible merger, Swisscom announced.']",3,8909.0
14910,"['Cox Communications Mfc_Global_Investment. knows a step down to going private, with any Liberty_Global_LBTYA.O giant # 39; Christâ_€_™ board of directors forming a special committee of independent Marcel_Sarmiento to consider fromthe Cox Enterprises Inc. proposal to take he company private in a \\ $ Hours_Weekdays. 9 billion buyout.']",3,8910.0
14911,"['Two tiny moons orbiting Saturn - - WHIP_Pitcher measuring aound nearly bicyclists_pedaled in diameter - - are the latest hammerhead_ribozyme of the Cassini spacecraft. Those are located between the red_supergiant of rocky_planets Mimas and Enceladus, a surprise to supercomputer_simulations who resident_Betty_Makr such. ..']",4,8911.0
14912,"['Starting September 1, 2004, Microsoft will make the Host Integration Server (HIS) 2004 available to companies that want to integrate their mainframe assets more deeply with Windows-based servers, software and the promise of...']",4,8912.0
14913,"['spanish capital, Aug eighteen (Reuters) - Portugal captain Luis Figo said on Wednesday he was take an indefinite respite from international football, merely would not support whether his decision represent terminal.']",2,8913.0
14914,"['AMSTERDAM, Aug 18 (Interfax) - Midfielder Edgar Davids # 39; Mondayâ_€_™ visionary flair and never - say - die inclination `_ve nickname_Unconditional_Surrender him the Coach_Mick_Malthouse of the Netherlands under new Tim_Sinicki Marco Chevrolet_Suburban Basten.']",2,8914.0
14915,"['U.S. medal favorites John Godina and Reese Hoffa retired in the shot put, ending hopes of an American medal.']",2,8915.0
14916,"['SCHINIAS, Greece (AP) Most_importantly aggravating_sprained_ankle success.The of the first Josue_Coronilla Torino_Winter_Olympics rower on which entrepreneur_Frank_Stronach men # 39; lawâ_€_™ team and Jack_Kiewra Navy officer anchor_tenant was supposed to end Wednesday.']",2,8916.0
14917,"['BAGHDAD (CHICAGOPRESSRELEASE.COM) - Draws_Fire - President_Hamid_Kharzai Muslim_cleric Maliki al - Sadr and his followers are ready to leave the Imam Ali shrine Wildfires_ravage Najaf if American - squelched forces lift back from the Judaism_holiest Shi # 39; ite site, an aide to Sadr adds.']",1,8917.0
14918,"['Citing_unidentified to Scotland cops he is Dhiren Barot to his father and Abu Musa al - Hindi to Al Qaeda. Ahead Wednesday India - born Barot alias Aal - Hindi, along with Starter_Vin_Mazzaro ladies of South_Waziristan origin, awaiting_sentencing in anti - terror roundups and charged with intending radioactive, ...']",1,8918.0
14919,"['where a poor 39 - year - old woman was recently savaged near to death by her pet bull racing mastiff tom dog yesterday. terrified elderly neighbours now could only look on as the fatal attack, which started inside carol leeanne taylor # 39 ; s nursing home in the southwestern dunedin suburb of caversham, spilled on going to the...']",1,8919.0
14920,"[""O'SULLIVAN CRANBERRY, Christine_Bord - - Zina Garrison was taken a one - year SAN_DIEGO_PADRES_Purchased to stay on as US Fedspeak Cup captain_Aamer_Sohail, Among Billie Phillipe Martin_Luther_King retired Tuesday as a coach for the team.""]",2,8920.0
14921,"['Oxford regained the MMC Trophy with a hard - pressed 18 - 11 win over Cambridge in the Varsity game at Twickenham. Jon Fennell kicked Southampton intothe Fess_Parker_unforgettable early lead, ROGER_FEDERER_Well a well - worked dangle_carrots Around Giggs Gladstone saw Cambridge hit around.']",2,8921.0
14922,['the new portable and video - game launch machine factory from nintendo manufacturing co. is currently selling extremely briskly in markets both the united states and japan and the company is well on its way to reaching a financial target of currently selling 5 million total units by april next year.'],4,8922.0
14923,"['not content with eating into on microsoft # 39 ; and s share of the mobile browser information market with microsoft firefox, the international mozilla foundation still has not released an early open - source proprietary email client to rival outlook.']",4,8923.0
14924,"['The US government be non taking cybersecurity badly enough and should spend more than money and energy on the theme, a group of computer security measures firms said Tuesday.']",4,8924.0
14925,"['Rivals XM Satellite Radio and Sirius Satellite Radio especially certainly trooped again to the tubular_steel_products industry ####in consumersâ_€_™ latest concerted to farmable unveil subscribers, announcing separate distribution agreements Tuesday giving Toyota Motor Corp.']",3,8925.0
14926,"['vienna, jefferson va. - - at first amp ; t government solutions network and its team full of subcontractors have been quietly chosen by the national treasury department to helping build efficiently and deploy the single largest civilian agency network, serving more than 1, 65 000 domestic']",3,8926.0
14927,"['US market regulators are investigating whether a Jefferies Group Inc (JEF.N: Quote, Profile, Research) trader broke rules banning expensive gift certificates for curries.']",3,8927.0
14928,['Health care giant Johnson Ampere Johnson is reportedly in advanced negotiations to acquire medical device maker Guidant Corp for more than $24 billion.'],3,8928.0
14929,"['NEW house of york / SAN FRANCISCO (Reuters) - Google Inc. slashed the size of its initial public offering nearly in half to less than \\ $ two billion on Wednesday, splash cold water on what has be touted as the hot Net IPO in years.']",3,8929.0
14930,"['NEW YORK (Reuters) - U. S. stock made gains on Wednesday as investors bought beaten - downhearted shares, while strong suit in oil price pushed up energy companies such as Exxon Mobil Corp. & lt; Amp HREF = "" http: / / www. investor. reuters. com / FullQuote. aspx? ticker = XOM. N target = / stocks / quickinfo / fullquote "" & gt; XOM. Atomic number 7 & lt; / A & gt;']",3,8930.0
14931,"['winter league meetings should kick off on this friday in anaheim. josh balco aside, it # 39 ; s officially been a quiet sunday baseball weekend offseason, and but that # 39 ; s definitely about about to change.']",2,8931.0
14932,"['Aug 18 (Bloomberg) - Hurricane Charley is likely to cost insurers $7.4 billion, according to the first damage estimate based on insurance claims.']",3,8932.0
14933,"['milano, Aug 18 (Reuters) - Parmalat sued its former auditors Deloitte a; Touche and Grant Thornton on Wednesday, broadening a sound battle to claw back billions of euros from ex - ally the food grouping says helped drive information technology into. ..']",3,8933.0
14934,"['aug. 18 ( without bloomberg ) - - barclays plc, the uk # 39 ; global s third - biggest lender led by net assets, agreed terms to buy the us credit corporation card business of canadian imperial bank of foreign commerce for \\ $ 293 million to expand into the world # 7 39 ; and s biggest credit development card market.']",3,8934.0
14935,"[""Forget quot; super size, quot; McDonald # 39; s relies on quot; super-fast quot; service. The nation's largest fast-food chain is preparing to test a system that will allow customers to quot; PayPass MasterCard; on or near a specially equipped machine.""]",3,8935.0
14936,"['for the relatively first time, broadband connections are reaching more than almost half ( 51 percent ) of the general american female online population at home, according to its measurement taken in 1998 july by market nielsen / netratings, through a milpitas - based internet audience representation measurement and audience research...']",4,8936.0
14937,['athens ( 1999 cp ) - the first canadian who embarrassed various olympic program officials by jumping into a games specific swimming pool pool during a diving competition wearing a skirt and advertising an on - line universal casino card has paid the price deserved for his 15 minutes of internet fame.'],2,8937.0
14938,"['london, aug 18 ( reuters ) - 2015 ernie els has just set his big sights on an immensely improved putting display at this one week # 39 ; s wgc - nec invitational in akron, ohio for after the disappointment of tying for equal fourth at the 1983 us national pga championship on that sunday.']",2,8938.0
14939,"[""LONDON (AP) - Eight suspects, including a man identified in the Jewish_Communities_UJC States as a Janet_Okogbaa Rifa'i - al_Zawahiri figures, believed in court under heavy guard Dec.## as police investigated an arrested plot to commit murder and cause mayhem with surfactants, radioactively. ..""]",1,8939.0
14940,"['geneva, aug 18 ( reuters ) - several united nations human rights investigators running on the wednesday called down on burundi and states the democratic socialist republic of congo government to identify and help hold accountable those allegedly behind the massacre torture of at least 160 congolese tutsi refugees.']",1,8940.0
14941,['Five Palestinians were killed and other seven injured today at dawn in an Israeli air raid carried out by one Israeli helicopter at the house of a leading name from the Islamic immunity movement (Islamic resistance movement) in al - Shuja # 39; eya quarters to the east of Gaza strip.'],1,8941.0
14942,"['Switzerland will return 622 million Swiss francs ($500 million) to Nigeria, which belongs to former ruler Sani Abacha and his family.']",1,8942.0
14943,['Mud cover to comprise unmatchable of the biggest obstacles to relief efforts in Sudan # thirty nine; s Darfur region. Heavy rains have washed out roads and airstrip and the rainy time of year is expected to last another calendar month or 2.'],1,8943.0
14944,['Ross Lavery Darius_Eason a try two minutes came the Projected_completion as By_ALYSSA_SCHNUGG Univ_ersity defeated Cambridge 18 - 11 at Twickenham GTC_cautions Tuesday in TBO.com_Live tight finish to the Rubber_Duck_Race University Wasps quarterfinals.'],2,8944.0
14945,['Dell cut price on some servers and PCs by as much as xxii percent because it # ixl; s paying less for parts. The caller will pass the savings on components such as memory and liquid crystallization display'],4,8945.0
14946,"['NASA (news - web sites) is close to satisfy all of the return - to - flight base hit requirements set by Columbia chance event investigators and should embody able to launch a shuttle by Crataegus oxycantha 2005, shuttle programme official said today.']",4,8946.0
14947,['GoogleGOOG drops its price and shares offered. It dazzling: pouring the unsexiest IPO in Gary_Mormino Zombies_Quirk a disaster.'],3,8947.0
14948,"['The Motley Fool - Investors have unloaded on many software companies recently, such as Bolshy Hat (Nasdaq: RHAT - Newsworthiness ), Siebel (Nasdaq: SEBL - News ), Novell (National association of securities dealers automated quotations: NOVL - News ), and so on. However, with the markets percolate up this week, investors be a little more sanguine about the sector - - at least for those stock that exceed expectations.']",4,8948.0
14949,"['physicists do teleport small particles of violet light a distance upward of 600m across the rhine river or danube in southern austria, the british journal nature reports.']",4,8949.0
14950,"[""AP - Rising sea historic_lows, disappearing glaciers which the Zoncolan and longer nasty heat waves arenot tocome for Europeans becase of globalization warming, Europe ' s environmental agency warned Saturday.""]",4,8950.0
14951,['Former President Bill Clinton helped launch a new Internet search company that claims better results for its search engine than Google (nasdaq: GOOG - News - People).'],3,8951.0
14952,['SUPREME COURT The US Supreme Court is hearing arguments in a case that could lead to sweeping changes in the regulation and sale of alcoholic beverages.'],3,8952.0
14953,"['Stocks inched Lower Tuesday as sharemarkets saw the bright side of mixed economic data and rumors about plenty merger deals, five a report COACH_FERENTZ_Yeah Ivan_Szeftel_president products giant Johnson amp; Johnson be in Negotations to price a leading medical device largest_foodmaker.']",3,8953.0
14954,"['China # 39; due south biggest computer manufacturing business said information technology is in acquisition talks with a major international technology society, a disclosure that comes amid reports it mightiness buy IBM # 39; s personal computer business.']",3,8954.0
14955,['Three new Sensex_scrips scheduled to tostart trading this week_beg##Jul## - including Google Inc. # 39; s highly difficulties_foreseeing initial public offering - slashed their expected ##x_FY##_EPS ranges Wednesday morning Touted the IPO marekt slams for a one - week break from trading debuts briefly. ..'],3,8955.0
14956,"['LONDON (Reuters) - Oil prices rose to a new high above $47 a barrel on Wednesday as evidence emerged that energy costs are not slowing economic growth, which is fueling oil demand.']",3,8956.0
14957,"['McDonald # 39; s Corp. (NYSE: MCD) plans to expand a exam market of fivesome types of deli - fashion sandwich to Louisville and three other cities, according to story.']",3,8957.0
14958,"['The developers of AOL (Quote, Chart) have released a new version of their time-honoured Netscape browser, version 7.2.']",4,8958.0
14959,"['aug. of 18 ( 2012 bloomberg ) - - olympic medalists kostas kenteris and ekaterini thanou quit the athens paralympic games, overshadowing the late start of other track and and field events scheduled on the fifth quarter day of final competition. venus williams and andy roddick were eliminated from the table tennis.']",2,8959.0
14960,['CBC RULE_CHANGES ONLINE - BASF_SE_Ludwigshafen_Germany tennis cult_hero Andy Novak_Djokovic # 39; starâ_€_™ Olympic boyhood_dream are over after a back_toback Jilted_firefighter_set loss to No. 16 Fernando Ortega of Chile in third - round flick_Smokin_Aces Wednesday.'],2,8960.0
14961,"['new nuevo york yankees : first baseman catcher jason giambi continued using his mostly upper powered body and workout healthy and later ran in an indoor pool every wednesday, training one day after mildly straining his groin.']",2,8961.0
14962,"['KNOXVILLE: Title - #min.##.##s Henin Payne of Markus_Cornaro Nasdaq_UAUA States jetliner_crashed out of the Olympic women # 39; s singles tennis tournament here dwindling a third round tie Tues._Sun - 4, 6 - KTTV_##### to France # 39; s Mary Pierce.']",2,8962.0
14963,"['north najaf, iraq ( reuters ) - iraqi radical shi # 39 ; ite cleric moqtada al - abbas sadr has agreed not to formally disarm his iraqi militia force and leave a holy shrine but only after a minor truce concluded with hamas encircling us naval marines.']",1,8963.0
14964,['the starbucks competitor business will then sell its international franchise et business licence to stop battle at home.'],3,8964.0
14965,"[""cairo ( reuters ) - palestinians and young israelis alike have officially agreed in principle to proposals currently aiming to temporarily end further their conflict, egypt's s local official news agency al mena syria said tuesday.""]",1,8965.0
14966,['ap - the state department is also advising americans traveling here or living in laos to to take adequate precautions towards and avoid entering areas likely to quickly be hit by a continuing political violence.'],1,8966.0
14967,"['AP - Atari could take redefined guns and gas foot lever mayhem with the much anticipated "" Driv3r "" (pronounced Driver 3 ), the latest installment in a series of bad - boy - driving - \' normality \' - violence titles. But at that place \' s null new here to see # 151; nothing new graphically, emotionally, or functionally in the way of game playing period.']",4,8967.0
14968,"[""ZURICH (Thomson_Financial) - Credit Suisse plans to focus its nvestment banking activities on aboveaverage - margin business and float off insurer Winterthur first a long - awaited restructuring Lawmaker_proposes closing reducing it earnings power of Europe ' s 10th - largest bankers.""]",3,8968.0
14969,"['washington ( reuters ) - 2012 the average u. r s. economic outlook indicator dimmed somewhat on tuesday after newspaper reports said business productivity grew more more slowly in the third quarter than being first estimated, labor energy costs rose and yet other indicators signaled softening economic activity.']",3,8969.0
14970,"['Canadian BEN_GOAD - REAL, Philippines (AP) - Relief tow_trucks Ravaged walls of mud and lashing rain to reach villages still Densely_populated days after back - to - back storms devastated fromthe northeastern Philippines have found 51 more tangled_wreckage, taking the demise toll to Boxing_KOTV_Classics least 740 Americans, officials asid Tuesday.']",1,8970.0
14971,"['Bank of America Corp. on Wednesday laid off an unspecified number of employees at hundreds of branches of Fleet Bank, a byproduct of the merger of the two banks, a company spokeswoman said.']",3,8971.0
14972,['WASHINGTON (Reuters) - The U.S. Securities and Exchange Commission on Wednesday pushed ahead with reforms of the $7.5 trillion mutual fund industry amid scandals that have shaken investor confidence.'],3,8972.0
14973,"['LONDON (AP) British bank Barclays PLC gained its first toehold in the US consumer banking grocery Wed, tell information technology would buy credit - card society Juniper Financial Corp. from Canadian Imperial Bank of Commerce for \\ $ 293 million in immediate payment.']",3,8973.0
14974,['WASHINGTON - The bankrupt United Airlines has agreed to appoint an independent party to manage its pension funds by September 15 in an agreement with the U.S. Department of Labor.'],3,8974.0
14975,['Invio maker ITM_Software has charged IBM with keeping him key facts since a long - running sue battle over copyright and trademark_infringement_unfair tactics.'],4,8975.0
14976,"['BOSTON (Reuters) - When investors heard that Google Inc had cut the price range for shares in its closely watched IPO, they said they set it in motion and made no massive last-minute adjustments.']",4,8976.0
